,NADH,cell_index,celltype,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,Label_Count,Group
910,neurons-023,122,cell,232.6818182,456.1073182,2544.536364,74.90271364,1.022038409,91.22727273,173.0973636,1842.688636,86.29777727,13.70222273,0.951307591,0.710497548,974.553393,400.6657491,64.03896609,51.61065145,264.7669763,3.712319058,0.106346955,13.14726775,24.88258596,181.7690535,1.165373602,1.165373602,0.102701255,0.05429392,81.19824025,39.34145605,22,22,QC
1010,neurons-023,122,cyto,232.6818182,456.1073182,2544.536364,74.90271364,1.022038409,91.22727273,173.0973636,1842.688636,86.29777727,13.70222273,0.951307591,0.710497548,974.553393,400.6657491,64.03896609,51.61065145,264.7669763,3.712319058,0.106346955,13.14726775,24.88258596,181.7690535,1.165373602,1.165373602,0.102701255,0.05429392,81.19824025,39.34145605,22,22,QC
1110,neurons-023,133,cell,269.056338,432.2892535,2532.402535,76.33786197,1.107186592,93.78873239,151.9825775,1742.262535,85.59109014,14.40890986,1.041106704,0.726478876,922.607462,379.483301,104.4323277,77.15837306,356.4781051,4.345971393,0.123139671,18.90420625,24.10396923,154.2777523,2.033116425,2.033116425,0.129033464,0.070609815,115.7640296,48.05896852,71,71,QC
1210,neurons-023,133,cyto,269.056338,432.2892535,2532.402535,76.33786197,1.107186592,93.78873239,151.9825775,1742.262535,85.59109014,14.40890986,1.041106704,0.726478876,922.607462,379.483301,104.4323277,77.15837306,356.4781051,4.345971393,0.123139671,18.90420625,24.10396923,154.2777523,2.033116425,2.033116425,0.129033464,0.070609815,115.7640296,48.05896852,71,71,QC
1310,neurons-023,144,cell,309.5644599,476.1831463,2608.238432,71.4853108,1.074076843,116.0174216,190.4733484,1966.42007,83.40111847,16.59888153,1.03500707,0.715223999,1073.09052,483.9450631,116.9743645,100.1009624,368.5771466,4.963242255,0.116577867,35.16340044,23.88197865,135.5344296,2.1517713,2.1517713,0.118382357,0.074642608,100.8139621,41.90737279,287,283,QC
1410,neurons-023,144,cyto,310.8374558,476.8208339,2609.388869,71.49889011,1.073566601,115.5759717,189.9296784,1966.302403,83.40320353,16.59679647,1.033999078,0.716780086,1073.418893,483.4048505,116.9919759,100.2581193,370.2960452,4.995943811,0.116738975,34.5185281,23.14803166,135.2428622,2.163134996,2.163134996,0.118777535,0.073899666,100.3272724,41.06963187,283,283,QC
1510,neurons-023,155,cell,297.5066667,451.4242,2604.925067,71.75620533,1.053458027,117.1066667,179.8287467,1891.604267,84.789064,15.210936,1.03379036,0.712470079,1050.656257,439.3010428,78.64294497,72.25986532,340.9233081,4.081069631,0.114408768,31.05773757,19.12185887,107.0716009,1.504704389,1.504704389,0.135317324,0.066830946,78.07726216,35.64065652,75,71,QC
1610,neurons-023,155,cyto,304.4507042,450.7779437,2584.119859,71.55052676,1.059309887,117.3239437,180.2516056,1893.034648,84.71213662,15.28786338,1.024776296,0.718711938,1049.459199,441.1549302,74.55789481,72.73060759,329.7344705,4.010081731,0.114320712,31.63983685,19.51177444,108.844889,1.487510632,1.487510632,0.133093094,0.059749891,79.47528746,35.46558525,71,71,QC
1710,neurons-023,166,cell,360.9756098,463.9885915,2670.717317,68.18668841,1.059886018,178.8536585,200.1716098,1899.398354,82.69875976,17.30124024,1.02741225,0.670682994,1155.545022,493.884694,127.4996909,85.00895625,368.3452988,5.5504373,0.112466365,92.75194466,24.80091176,112.5931525,1.428669422,1.428669422,0.098930141,0.091294634,106.4634976,43.59413617,164,145,QC
1810,neurons-023,166,cyto,370.3103448,469.6671379,2680.821034,68.34398966,1.057598131,185.1517241,196.9965448,1898.807586,82.59939034,17.40060966,1.030667297,0.668269084,1159.084526,492.8030367,129.6579644,83.05039976,373.7867407,5.508994663,0.110912617,95.564938,23.48895362,113.7979691,1.461303525,1.461303525,0.096756116,0.094517783,107.5585482,44.33225117,145,145,QC
1910,neurons-023,177,cell,362.7083333,485.3713333,2660.8575,63.7085,1.065158208,163.0208333,185.8616458,1783.169167,82.57929792,17.42070208,1.062708625,0.687003638,1261.315915,463.6592764,106.0114322,162.1494063,384.0289539,7.113200587,0.107931607,53.30861157,16.18014234,87.36106832,2.417894423,2.417894423,0.127161124,0.081549654,113.3630082,45.64719983,48,48,QC
2010,neurons-023,177,cyto,362.7083333,485.3713333,2660.8575,63.7085,1.065158208,163.0208333,185.8616458,1783.169167,82.57929792,17.42070208,1.062708625,0.687003638,1261.315915,463.6592764,106.0114322,162.1494063,384.0289539,7.113200587,0.107931607,53.30861157,16.18014234,87.36106832,2.417894423,2.417894423,0.127161124,0.081549654,113.3630082,45.64719983,48,48,QC
2110,neurons-023,188,cell,271.5909091,502.3088636,2794.947424,70.55019091,1.047355667,121.3484848,180.7568939,1915.710152,85.12704242,14.87295758,1.071867242,0.68602197,1159.734596,437.9926337,66.66655886,114.1148738,419.4151571,5.940201825,0.117036464,29.39361125,21.20198211,136.4057419,1.366733366,1.366733366,0.114579415,0.068074983,95.60697035,39.60818964,66,66,QC
2210,neurons-023,188,cyto,271.5909091,502.3088636,2794.947424,70.55019091,1.047355667,121.3484848,180.7568939,1915.710152,85.12704242,14.87295758,1.071867242,0.68602197,1159.734596,437.9926337,66.66655886,114.1148738,419.4151571,5.940201825,0.117036464,29.39361125,21.20198211,136.4057419,1.366733366,1.366733366,0.114579415,0.068074983,95.60697035,39.60818964,66,66,QC
2310,neurons-023,200,cell,313.0707965,501.0663186,2743.744336,68.31727345,1.067937062,128.0884956,197.1377257,1801.254071,83.47083274,16.52916726,1.051422823,0.712338667,1198.534114,461.2194777,59.81649271,142.74655,415.5874755,5.68842619,0.108238115,60.13401069,25.77339345,105.9068434,1.786052701,1.786052701,0.095174457,0.067244332,141.0308017,38.44024319,113,97,QC
2410,neurons-023,200,cyto,318.628866,492.2752577,2715.791649,68.28606082,1.062893629,128.9072165,197.436134,1794.478969,83.42963711,16.57036289,1.046448412,0.715864454,1185.597217,461.1725005,59.49060143,122.5550282,388.3616536,5.449679694,0.110047069,64.58974417,25.46890608,101.1504245,1.719283133,1.719283133,0.093421082,0.069847289,132.8194007,40.10504891,97,97,QC
2510,neurons-023,211,cell,292.6981132,467.0613585,2545.421698,69.46631887,1.116742358,125.2264151,193.1378868,1788.221321,85.17215849,14.82784151,1.056173811,0.690900118,1091.505437,429.1167986,82.4361256,62.89808427,301.6839516,5.190534215,0.082162793,22.13389457,23.01589167,118.2647083,1.143029766,1.143029766,0.113723529,0.071227285,88.50012209,27.48488468,53,51,QC
2610,neurons-023,211,cyto,295.4117647,465.6525098,2532.649216,69.19024902,1.122228686,125.2745098,193.5903922,1788.953333,85.1750098,14.8249902,1.049909843,0.69310605,1092.666994,429.5457602,82.23385592,61.40189094,298.1265657,5.069527586,0.07720295,22.34285428,23.16214912,120.4001653,1.16461709,1.16461709,0.102786363,0.069761928,83.4765005,27.81194641,51,51,QC
279,neurons-023,22,cell,295.3928571,490.6367143,2663.424286,69.50673214,1.058354429,122.5357143,181.4738929,1860.836786,84.49655357,15.50344643,1.006589107,0.69593065,1148.760162,441.4913944,119.45442,79.21476003,258.0863483,4.127740432,0.108562886,27.45431511,17.95130925,112.8356706,1.181784372,1.181784372,0.123060364,0.056942336,97.21983283,33.08142403,28,25,QC
289,neurons-023,22,cyto,306.32,496.76956,2689.7608,69.483264,1.05287496,126.04,182.07572,1877.564,84.494684,15.505316,1.00667132,0.69647884,1161.431391,444.6666048,121.096284,81.70959541,251.889024,4.309140921,0.110992856,25.13543316,18.72490996,105.6450811,1.186231991,1.186231991,0.122104466,0.059864383,94.9453066,33.11399854,25,25,QC
299,neurons-023,222,cell,284.6294118,464.5330941,2577.981118,69.89671235,1.066798124,165.7352941,206.0319882,1892.367588,83.39108176,16.60891824,1.069044153,0.651945994,1090.593292,485.8042134,57.64693872,111.5206259,347.2413709,5.304473636,0.104523853,108.0786775,23.81916596,148.5013202,1.643199007,1.643199007,0.12313934,0.107506394,118.2987967,48.19744519,170,169,QC
308,neurons-023,222,cyto,285.1656805,465.2795562,2578.696982,69.87362426,1.067479012,166.1538462,205.8384201,1892.548994,83.38890888,16.61109112,1.068099385,0.65183159,1091.75959,485.706356,57.39137571,111.4252667,348.1474547,5.311663177,0.104455657,108.261588,23.75546646,148.9237394,1.647837248,1.647837248,0.122885767,0.1078155,117.6659984,48.32373585,169,169,QC
3113,neurons-023,233,cell,279.1842105,468.3052368,2563.556579,69.98734474,1.03143,108.0789474,200.9951053,1744.186053,83.51022632,16.48977368,1.032355395,0.716469386,1075.48373,454.4461351,65.78131471,91.22468676,546.4746021,5.366368941,0.085866307,27.47517954,13.65575978,101.8782976,1.509243875,1.509243875,0.091592422,0.072499628,92.299887,19.31746775,38,38,QC
3210,neurons-023,233,cyto,279.1842105,468.3052368,2563.556579,69.98734474,1.03143,108.0789474,200.9951053,1744.186053,83.51022632,16.48977368,1.032355395,0.716469386,1075.48373,454.4461351,65.78131471,91.22468676,546.4746021,5.366368941,0.085866307,27.47517954,13.65575978,101.8782976,1.509243875,1.509243875,0.091592422,0.072499628,92.299887,19.31746775,38,38,QC
338,neurons-023,244,cell,240.9576271,419.3086525,2654.213136,72.57438559,1.038162288,100.279661,186.1285085,1850.976864,84.09458898,15.90541102,0.97970289,0.701682573,1025.386832,449.9528677,62.73269763,70.65444934,285.2340812,3.789962366,0.090213093,24.72269645,37.57024115,156.8743814,1.633485904,1.633485904,0.101759134,0.060813096,84.95338826,54.98826793,118,118,QC
348,neurons-023,244,cyto,240.9576271,419.3086525,2654.213136,72.57438559,1.038162288,100.279661,186.1285085,1850.976864,84.09458898,15.90541102,0.97970289,0.701682573,1025.386832,449.9528677,62.73269763,70.65444934,285.2340812,3.789962366,0.090213093,24.72269645,37.57024115,156.8743814,1.633485904,1.633485904,0.101759134,0.060813096,84.95338826,54.98826793,118,118,QC
358,neurons-023,255,cell,360.4413793,477.2861034,2756.62269,73.17064897,1.100172834,141.3931034,195.9864414,1906.927241,83.54046414,16.45953586,1.05052409,0.696536314,1084.141808,476.775849,202.8403818,86.06178174,306.6845196,3.620252418,0.171263443,45.13102784,22.40129042,118.824665,1.63272234,1.63272234,0.110119014,0.081281729,110.2077147,40.8565883,145,130,QC
368,neurons-023,255,cyto,356.2307692,480.5530231,2753.184538,72.99598846,1.098402785,143.1076923,195.2684462,1902.966769,83.47963846,16.52036154,1.047183008,0.697477538,1089.455814,476.5486973,186.9360268,89.05925816,304.7861848,3.687140506,0.171262773,45.64443744,22.29222444,122.0426213,1.659002958,1.659002958,0.109508409,0.074994164,108.1763201,41.04006008,130,130,QC
377,neurons-023,33,cell,278.9818182,424.6125091,2535.784909,71.00861818,1.033280236,110.7818182,162.1892,1774.325455,86.81103273,13.18896727,1.039856618,0.70649288,1025.906675,374.3309122,75.3482018,63.97577456,388.0584926,4.129690161,0.110220209,16.05510293,17.65054117,133.293502,0.773420975,0.773420975,0.11908132,0.060177589,81.48539462,28.06519417,55,52,QC
387,neurons-023,33,cyto,281.9615385,425.1815962,2534.429038,70.93548462,1.031051788,111.6153846,162.7624423,1775.333462,86.77596923,13.22403077,1.040385308,0.708056745,1027.153381,375.5170112,74.02807139,61.59902391,389.2001421,4.21182943,0.112900823,15.74696217,17.92393101,133.267891,0.776366584,0.776366584,0.116362825,0.055837844,77.9775779,28.06282777,52,52,QC
397,neurons-023,44,cell,330.5609756,452.6209512,2663.464024,70.54600488,1.036905073,160.8414634,188.5372439,1961.266341,84.03258171,15.96741829,1.033932427,0.689708616,1096.692571,470.9790543,99.21109774,108.871215,287.5096597,4.636853619,0.114623772,128.4722643,20.39897081,102.393091,2.522994268,2.522994268,0.093317755,0.115498803,98.85794742,56.53560477,82,67,QC
407,neurons-023,44,cyto,340.8059701,472.880403,2692.880597,71.09918358,1.043950149,147.7014925,185.5043881,1962.608657,84.51256119,15.48743881,1.030488448,0.710000636,1106.715603,460.1310204,100.339762,107.8195032,300.0437492,4.698317885,0.117136858,111.144598,20.24333918,101.4210537,2.209479147,2.209479147,0.096356876,0.097827904,102.4431008,49.70216288,67,67,QC
4110,neurons-023,55,cell,292.6753247,500.7083636,2739.977792,74.41273636,1.043958468,109.3896104,168.2376234,1811.857143,86.13652727,13.86347273,1.05936813,0.717088675,1060.039596,395.344724,95.30069331,92.24593801,494.0150273,4.461198432,0.105398687,19.9625675,21.04574251,104.1279088,1.232967267,1.232967267,0.108036905,0.056294721,116.2619884,30.32064797,77,75,QC
425,neurons-023,55,cyto,294.5866667,501.8944667,2743.180667,74.30085467,1.04145496,109.72,167.0246267,1808.381467,86.13741333,13.86258667,1.057791813,0.717678777,1063.845777,393.7768159,95.83785481,93.17814533,499.3654828,4.463544112,0.105661722,20.12431634,19.79375073,103.0062974,1.243956644,1.243956644,0.108900943,0.056931066,115.3339504,28.67356096,75,75,QC
435,neurons-023,67,cell,302.7425743,492.9406535,2742.967426,70.32726535,1.037662089,139.3168317,193.5787327,1953.588515,83.65580396,16.34419604,1.036503624,0.687163513,1147.797213,479.6157216,77.88204587,145.4624188,463.2338366,5.005461267,0.117102071,63.89944142,24.52132985,155.1246588,2.06695976,2.06695976,0.108559087,0.095855371,137.4505601,47.53985118,101,86,QC
445,neurons-023,67,cyto,303.3139535,492.3406047,2707.928023,70.22118837,1.044652035,139.4302326,194.880907,1953.869302,83.5106686,16.4893314,1.053272419,0.688920583,1141.595,483.4870097,75.15838361,139.0548134,396.3178687,4.838450456,0.108787902,65.02516087,25.63830245,154.7014451,1.997628388,1.997628388,0.104048405,0.090404812,129.0001403,48.75961136,86,86,QC
455,neurons-023,78,cell,293.005848,456.8757018,2681.137602,75.87897018,1.09101748,116.9649123,186.7046316,1922.026199,85.4290386,14.5709614,1.04153031,0.708637958,985.4778514,439.5048598,118.2849251,65.4253888,366.6428428,4.452421151,0.10876168,65.61643398,28.07685908,138.1702596,1.902210666,1.902210666,0.108473135,0.100909155,106.657438,53.33606569,171,138,QC
465,neurons-023,78,cyto,280.3985507,455.5022536,2715.137681,75.97423261,1.094423159,120.9492754,190.5627536,1923.575435,85.27197971,14.72802029,1.044499014,0.698578718,990.9136592,445.8541361,93.27305021,67.84256505,376.5071212,4.45020266,0.109626136,71.89797338,28.48359835,144.2611936,2.045715896,2.045715896,0.105820361,0.105274011,111.9821232,56.35719084,138,138,QC
474,neurons-023,89,cell,388.0935252,471.7401583,2555.598273,70.5996223,1.087420353,156.4244604,187.0784892,1902.459209,83.65422806,16.34577194,1.018464396,0.689300836,1074.534249,466.8917186,206.4163477,99.4045506,347.821675,5.651446334,0.134120901,56.53868477,28.65915779,94.75206337,2.226480997,2.226480997,0.099890807,0.093978742,100.6538644,56.80262825,139,129,QC
483,neurons-023,89,cyto,397.0852713,472.9814341,2549.333721,70.42896744,1.08968162,158.4031008,186.6454031,1903.902481,83.64280775,16.35719225,1.022715341,0.6924678,1077.133702,466.9875605,206.7803798,100.1251117,343.1000709,5.722969644,0.136802607,56.82793649,28.01557193,95.01323733,2.228034926,2.228034926,0.098416118,0.092554623,100.34628,56.49556224,129,129,QC
339,neurons-032,107,cell,304.4805195,280.0314935,2338.115195,75.34251299,0.992165169,138.2467532,177.0137922,1789.825455,85.8552039,14.1447961,1.006811273,0.679232077,784.0272618,404.6729836,138.1736713,62.28888598,192.5088241,2.904961676,0.102203197,74.0026948,22.05117214,108.2489676,1.916232887,1.916232887,0.125409729,0.123249664,81.8118762,46.15133697,77,71,QC
426,neurons-032,107,cyto,303.4788732,280.6016479,2349.187183,75.2782493,0.988307577,142.7605634,177.2119155,1794.71493,85.64100845,14.35899155,1.015713704,0.67565597,788.1549356,408.8767912,125.4452481,64.71407631,196.0403551,3.008824933,0.102608185,75.16752049,22.51833034,107.1495422,1.826470888,1.826470888,0.126060432,0.122786048,83.58686278,45.35823529,71,71,QC
518,neurons-032,121,cell,315.5984252,311.8966929,2447.935512,75.3637189,0.960388323,114.4645669,167.2517323,1632.885039,85.9035315,14.0964689,1.037689142,0.729440193,832.9329845,372.5963677,98.61583792,61.10996467,238.1085631,3.043993814,0.100066693,48.49984377,20.57316942,133.6820476,1.596487693,1.596486673,0.109005983,0.086720645,65.46517142,35.12156888,127,116,QC
612,neurons-032,121,cyto,322.8793103,311.9153793,2454.301207,75.33386379,0.965342328,116.0689655,170.1428621,1645.395431,85.80507155,14.19492845,1.036897172,0.732316969,835.2235532,378.1661136,96.49727684,59.09044251,234.0933183,3.004977209,0.097837577,49.24256274,18.30823302,131.2426843,1.510730597,1.510730597,0.106955634,0.085478959,62.48406584,29.87269444,116,116,QC
711,neurons-032,13,cell,370.8552189,280.0630337,2440.472492,75.33730505,1.014442791,254.2154882,166.3450471,1741.985791,84.93932795,15.06067209,1.131798434,0.621428683,809.7540511,402.8440345,111.7304124,54.97403508,203.2438788,2.668501431,0.09610529,170.7438833,16.9255545,98.47844009,1.913699477,1.913699403,0.107030446,0.146907646,77.21825272,39.31108894,297,278,QC
811,neurons-032,13,cyto,374.0215827,281.4920288,2446.061439,75.28664317,1.015532788,256.6043165,167.4257446,1744.987194,84.94544317,15.05455687,1.13575118,0.621745118,813.1913241,404.108271,111.2203373,54.89613738,203.9272005,2.625079331,0.093314246,173.2725621,16.63797682,99.78824441,1.94898873,1.948988653,0.107480719,0.149939518,73.91059187,39.95496394,278,278,QC
911,neurons-032,134,cell,302.0754717,327.1072264,2358.630943,72.77038679,0.943147491,97.20754717,173.5741132,1848.102453,86.23347358,13.76652623,1.108553113,0.752570581,876.9906024,400.4270728,72.79181301,42.37948059,201.1069393,2.969702463,0.100825155,23.37022966,21.63130916,208.8738026,2.124621918,2.124622276,0.115707398,0.0510564,60.46283581,29.10690744,53,51,QC
1011,neurons-032,134,cyto,299.1372549,328.3156275,2372.181961,73.00742353,0.945299157,95.90196078,174.4613922,1855.996078,86.34305294,13.65694686,1.111243235,0.752938737,877.3709333,400.5012158,71.80696891,42.75817118,192.2300976,2.765311789,0.102210806,22.47510169,21.56535748,208.8495318,2.089261629,2.089261997,0.117160886,0.052030483,61.5808867,29.67047024,51,51,QC
1111,neurons-032,148,cell,336.4,297.99662,2446.019,74.01816467,1.02724354,195.22,168.44067,1706.004267,85.06974733,14.9302522,1.087638773,0.666025691,851.5623806,398.2381769,93.36929636,57.8281192,287.886465,2.963538593,0.104222721,158.8993971,27.44664058,130.842311,1.848611658,1.848613058,0.110326373,0.141627428,84.43059393,58.99250642,150,148,QC
1211,neurons-032,148,cyto,338.1216216,297.9254189,2448.907635,74.01733716,1.026196493,196.5337838,168.3259966,1706.712027,85.10130203,14.8986975,1.08743227,0.665596586,852.2145324,397.7837439,92.65567194,58.11308209,288.7311191,2.978415283,0.104191539,159.4824715,27.61402288,131.5298704,1.840823494,1.840824911,0.110714409,0.142378328,84.81389667,59.25653715,148,148,QC
1311,neurons-032,161,cell,307.0163934,300.8687705,2296.692131,72.8445377,0.997336213,120.3770492,168.4966066,1886.808852,87.81753443,12.18246705,1.124791623,0.721139186,837.2656806,376.7305718,100.348807,62.91631125,294.92681,3.440399352,0.101876503,78.36499302,26.60805454,158.0500931,1.576827125,1.576824441,0.100955802,0.124365998,99.01972417,47.29203948,61,56,QC
1411,neurons-032,161,cyto,308.4107143,302.0382679,2293.692143,72.80802321,0.994323554,121.5892857,168.6577321,1887.789107,87.74652321,12.25347839,1.121781232,0.720169272,838.0670682,378.0952555,103.6334058,64.87715333,303.0307031,3.440286975,0.104188031,80.78001031,25.98105532,159.1281583,1.550721782,1.550718725,0.103525623,0.12654642,101.9731299,45.08634405,56,56,QC
1511,neurons-032,174,cell,337.1176471,333.4382157,2389.351961,74.03806275,0.995785392,146.2745098,154.4990765,1769.943922,86.32622941,13.67377059,1.059600176,0.704367904,861.9675859,375.2516267,121.0263851,66.81224513,256.1988337,3.239163756,0.084336975,96.84091665,18.08706336,75.22781385,1.11922955,1.11922955,0.123670312,0.119578972,88.82683593,32.57236085,51,44,QC
1611,neurons-032,174,cyto,344.8863636,326.7563182,2358.018409,73.49256364,0.994859227,151.4318182,153.052975,1775.052955,86.35257955,13.64742045,1.053946318,0.702645941,861.5770883,374.2627649,126.4133522,66.11391595,238.4335793,2.716026618,0.086459408,102.2314742,18.8995844,73.9585923,1.193371059,1.193371059,0.119116687,0.124112614,92.48471929,34.48277336,44,44,QC
1711,neurons-032,188,cell,366.7350993,292.3601523,2453.526954,68.86185563,1.017359921,152.0264901,158.1668146,1822.771457,86.16536821,13.83463179,1.103159199,0.700840355,961.8461935,387.869674,146.4248022,71.16903713,211.2152948,4.166568154,0.099298235,73.67821451,19.33355111,102.1192077,1.27561581,1.27561581,0.14298684,0.099781532,127.7444401,32.77435272,151,148,QC
1811,neurons-032,188,cyto,369.9189189,290.7904257,2446.855203,68.75912635,1.017636547,152.6824324,158.1057432,1822.849865,86.16154459,13.83845541,1.104004574,0.702124275,961.0806651,387.876757,146.1433233,69.92583634,206.9681992,4.133277778,0.099992093,74.25118585,19.47612011,102.9270923,1.279532425,1.279532425,0.143933209,0.100369099,127.1678792,32.87963267,148,148,QC
1911,neurons-032,201,cell,370.0629921,279.9046929,2470.862126,73.11399055,1.012441472,175.7559055,149.7573858,1775.103622,85.35129764,14.64870236,1.081592315,0.693156441,866.5803535,386.1272279,137.2157233,60.99773098,245.1423997,2.322902962,0.091252996,174.9296782,19.52798276,122.2399492,2.074773272,2.074773283,0.144486877,0.129965645,100.9170149,39.80227518,127,112,QC
2011,neurons-032,201,cyto,380.3660714,274.0308393,2460.180268,72.98783661,1.01109692,168.7857143,148.8980268,1774.772321,85.46147589,14.53852411,1.080123652,0.710011463,862.2997006,383.3354463,137.0716256,56.34143254,248.9336689,2.168736622,0.087563175,180.7927203,20.22978391,128.1756151,2.165507577,2.165507589,0.140836398,0.120874409,97.20283603,40.80574287,112,112,QC
2111,neurons-032,215,cell,369.3959732,317.0285168,2519.90302,69.11927181,1.03255649,209.8993289,168.1434497,1837.958658,84.30786846,15.69213154,1.10760706,0.649381784,990.2801877,430.5304856,120.7627683,99.17034167,256.1982794,4.309211353,0.097072986,118.2067443,18.10343959,116.2641185,1.933667434,1.933667434,0.111159474,0.129235466,140.2426409,55.73410378,149,144,QC
2211,neurons-032,215,cyto,373.4236111,314.3244583,2518.989722,69.17790486,1.033198097,212.5347222,168.8339514,1840.857847,84.26689792,15.73310208,1.108884597,0.649088157,986.979982,432.2858521,120.5136199,95.74650863,256.9170847,4.288354347,0.096849577,118.9356007,17.73342944,116.3833843,1.886829435,1.886829435,0.112133217,0.129420305,137.6037122,54.99573001,144,144,QC
2311,neurons-032,228,cell,252.25,302.1222386,2451.357159,76.31829545,0.988927386,144.3181818,166.8173864,1740.042386,85.19812045,14.80187955,1.075083545,0.646858954,802.2691405,399.4737381,57.92290754,72.50025438,361.7907168,3.864743064,0.097066202,70.77916855,25.35108435,84.87520651,1.879127698,1.879127698,0.083440435,0.10393514,89.51124578,52.03993465,88,81,QC
2411,neurons-032,228,cyto,252.2345679,299.0223333,2432.175556,76.22300741,0.990335111,143.6666667,166.6409136,1741.621975,85.34788765,14.65211235,1.075139778,0.648052131,797.7536638,397.2526744,58.67437081,72.51890767,349.8185241,3.894281709,0.098934624,71.51852907,26.23943041,86.11937235,1.854811424,1.854811424,0.085729496,0.105169455,89.45998338,53.2309989,81,81,QC
2511,neurons-032,242,cell,272.2142857,323.4034524,2314.418214,77.65503452,0.959526833,77.5952381,157.088194,1718.001905,87.86769643,12.13230405,0.971014262,0.770538315,764.5664494,345.4054132,70.07260803,54.98602474,258.6193316,2.602727021,0.106638809,12.67396444,31.94754656,138.8206781,1.572824,1.572823476,0.089444404,0.051672234,68.34337482,48.57097321,84,84,QC
2611,neurons-032,242,cyto,272.2142857,323.4034524,2314.418214,77.65503452,0.959526833,77.5952381,157.088194,1718.001905,87.86769643,12.13230405,0.971014262,0.770538315,764.5664494,345.4054132,70.07260803,54.98602474,258.6193316,2.602727021,0.106638809,12.67396444,31.94754656,138.8206781,1.572824,1.572823476,0.089444404,0.051672234,68.34337482,48.57097321,84,84,QC
2710,neurons-032,255,cell,294.3645833,305.133651,2384.832604,78.02179635,0.989567245,93.95833333,155.7768563,1702.655469,86.74399271,13.25600688,1.01017562,0.74959677,755.5772032,360.3773559,110.0907403,52.22269413,363.5870103,3.053208901,0.108548329,41.55080576,23.78961909,107.573091,1.968627726,1.968628461,0.120112667,0.092278496,77.43526337,47.06029129,192,192,QC
2810,neurons-032,255,cyto,294.3645833,305.133651,2384.832604,78.02179635,0.989567245,93.95833333,155.7768563,1702.655469,86.74399271,13.25600688,1.01017562,0.74959677,755.5772032,360.3773559,110.0907403,52.22269413,363.5870103,3.053208901,0.108548329,41.55080576,23.78961909,107.573091,1.968627726,1.968628461,0.120112667,0.092278496,77.43526337,47.06029129,192,192,QC
2910,neurons-032,27,cell,336.4587156,274.589945,2370.819633,73.05916055,1.001541899,136.5045872,140.5326514,1790.591927,86.81644679,13.18355312,1.046142505,0.707002843,834.6998184,357.878388,110.4137448,62.08064053,269.8498211,3.266931366,0.092648513,58.93540467,16.78374132,88.52210124,1.830839969,1.830840213,0.090491756,0.094776425,90.88280768,42.66180441,109,105,QC
309,neurons-032,27,cyto,340.9333333,274.134381,2368.974571,72.99170667,1.0010538,136.9904762,139.9694,1791.845714,86.87284476,13.12715514,1.047127019,0.709930324,835.1550778,356.6340934,109.3235553,62.97467633,274.0750566,3.294209787,0.091937373,59.92759979,16.64517787,89.68126866,1.830150159,1.830150409,0.091229375,0.094864011,92.47950283,42.52939116,105,105,QC
3114,neurons-032,40,cell,445.0227273,298.9453409,2439.181591,71.72441364,1.012866568,209.6136364,150.7338182,1623.423636,84.80552045,15.19447955,1.070201159,0.681670878,900.1743209,374.3292188,197.9773876,35.4643888,209.6240434,2.656120105,0.097660443,119.7019974,15.16277656,73.82154057,0.921037301,0.921037301,0.088309589,0.0994215,56.36281873,26.6376553,44,38,QC
3211,neurons-032,40,cyto,480.2631579,303.0388158,2429.592105,71.26015526,1.020244684,223.1842105,151.1222105,1626.726579,84.74963421,15.25036579,1.086705842,0.686389559,911.0956482,375.9131372,189.8891119,33.45304174,194.0526593,2.379805368,0.092665925,122.0232267,14.90966501,77.2979574,0.874596993,0.874596993,0.077800338,0.10227493,48.91579,24.69945743,38,38,QC
3310,neurons-032,54,cell,325.5512821,283.9772949,2564.770385,73.57118205,0.989379,188.525641,164.4092821,1673.178205,85.17336154,14.82663846,1.076025538,0.640950651,878.8828723,387.6518327,113.2994707,93.42683332,343.8291262,3.545596275,0.09655702,93.50070829,18.30613964,125.0710201,1.009890647,1.009890647,0.083986105,0.109074906,105.7657406,30.90895949,78,77,QC
349,neurons-032,54,cyto,327.6103896,284.4721429,2567.707532,73.55193117,0.988870805,189.8701299,164.1703247,1672.255584,85.15466104,14.84533896,1.074947948,0.640668212,880.3237098,387.5975655,112.5638013,93.93652804,345.0974167,3.564740846,0.097085133,93.35181765,18.30332486,125.6237094,1.002827199,1.002827199,0.083992332,0.109761446,105.6859575,31.10790295,77,77,QC
359,neurons-032,67,cell,277.2,277.9236,2535.086,77.81916,0.9830788,98.2,147.66,1856.876,89.9664,10.033606,1.057086,0.730931073,778.930278,317.1574883,94.50767165,13.77316642,190.8274635,2.114141058,0.089465435,20.90932806,7.578967443,147.0437915,1.735050054,1.735048443,0.087268974,0.050038422,65.9547625,12.97535897,5,5,QC
