,NADH,cell_index,celltype,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,Label_Count,Group
2,neurons-004,109,cell,297.8289474,331.2987632,2417.511447,77.115075,0.929186605,99.34210526,115.4041645,1788.204737,87.70763684,12.29236316,1.098411895,0.737869025,802.5308771,320.6939127,95.5739697,49.61031499,310.063316,3.258420823,0.084152249,18.97616233,18.96452327,109.4240451,1.128406507,1.128406507,0.110757099,0.067510281,57.85849468,36.70481151,76,72,AC
3,neurons-004,109,cyto,301.7083333,332.4985,2404.371528,77.037675,0.932738333,98.54166667,115.2184236,1783.488056,87.73359167,12.26640833,1.101686153,0.742532417,802.0003312,319.5037291,95.23690809,50.43006204,311.7747188,3.31187696,0.082715972,19.00254801,19.31588999,108.9809109,1.13774462,1.13774462,0.112525968,0.064189482,59.02845575,37.11773112,72,72,AC
4,neurons-004,128,cell,207.5,370.83725,2582.09125,81.6914875,1.0744825,94.375,146.89025,1837.51625,86.3264375,13.6735625,1.02460775,0.684421887,766.2905582,376.83897,47.7553288,59.65712025,476.0443192,3.126789158,0.096879709,21.72515001,20.88669801,108.5667679,1.789497507,1.789497507,0.151002706,0.060741893,72.41816455,41.83345716,8,8,AC
5,neurons-004,128,cyto,207.5,370.83725,2582.09125,81.6914875,1.0744825,94.375,146.89025,1837.51625,86.3264375,13.6735625,1.02460775,0.684421887,766.2905582,376.83897,47.7553288,59.65712025,476.0443192,3.126789158,0.096879709,21.72515001,20.88669801,108.5667679,1.789497507,1.789497507,0.151002706,0.060741893,72.41816455,41.83345716,8,8,AC
6,neurons-004,146,cell,258.875,336.8773125,2257.171875,81.0622875,1.037010938,103.5,139.1803125,1884.441875,87.21668125,12.78331875,0.968677313,0.709043754,694.2806522,362.46751,66.68720517,25.49875449,319.4949486,3.008222808,0.099580508,24.37485043,18.15941144,130.0590284,0.936838995,0.936838995,0.0711421,0.064862265,49.92527177,41.51619625,16,16,AC
7,neurons-004,146,cyto,258.875,336.8773125,2257.171875,81.0622875,1.037010938,103.5,139.1803125,1884.441875,87.21668125,12.78331875,0.968677313,0.709043754,694.2806522,362.46751,66.68720517,25.49875449,319.4949486,3.008222808,0.099580508,24.37485043,18.15941144,130.0590284,0.936838995,0.936838995,0.0711421,0.064862265,49.92527177,41.51619625,16,16,AC
8,neurons-004,164,cell,273.8979592,367.9375918,2559.857143,73.55273878,1.015003694,99.26530612,165.0065306,2025.709184,87.35251224,12.64748776,0.98888798,0.729304621,938.6294653,399.5931175,52.41590284,99.97075923,409.0792445,4.540159118,0.08447504,15.48356052,22.9359626,124.401347,0.922516117,0.922516117,0.075967283,0.052996422,147.2304438,30.7296173,49,49,AC
9,neurons-004,164,cyto,273.8979592,367.9375918,2559.857143,73.55273878,1.015003694,99.26530612,165.0065306,2025.709184,87.35251224,12.64748776,0.98888798,0.729304621,938.6294653,399.5931175,52.41590284,99.97075923,409.0792445,4.540159118,0.08447504,15.48356052,22.9359626,124.401347,0.922516117,0.922516117,0.075967283,0.052996422,147.2304438,30.7296173,49,49,AC
10,neurons-004,18,cell,342.4086022,345.4423978,2479.207419,76.48078817,0.994123645,118.1612903,154.8699355,1886.907097,86.24676022,13.75323978,1.103233656,0.734236184,840.5234209,392.7140017,97.13205227,45.81468762,282.6595721,3.902853632,0.092987185,19.58942168,19.96281446,104.9394849,1.25256169,1.25256169,0.100610384,0.054825405,69.68260964,38.37761243,93,88,AC
11,neurons-004,18,cyto,350.9204545,345.119125,2482.284659,76.45285568,0.99012983,119.4886364,156.8495341,1892.608977,86.16351705,13.83648295,1.107193761,0.73832553,841.7324209,396.5739136,92.00652421,46.65784865,276.8406456,3.948147627,0.0919592,18.42224687,18.63313171,104.7130336,1.232137294,1.232137294,0.100950623,0.049996081,70.30142932,35.65965047,88,88,AC
12,neurons-004,182,cell,305.6888889,336.6525111,2523.380444,75.76463667,1.012960611,90.8,117.3868033,1741.692667,88.34830667,11.65169389,1.097028822,0.764805824,860.9597112,303.470273,78.65164905,72.38329513,315.5766655,3.120975473,0.111134436,14.551111,14.23529518,211.7483525,1.872285529,1.87228473,0.116238689,0.04514891,97.36044323,28.05072704,90,85,AC
13,neurons-004,182,cyto,309.2352941,336.0144,2521.935412,75.77232353,1.020233329,90.57647059,116.2686859,1736.834588,88.38356,11.61644094,1.094818871,0.767659167,860.2297225,301.2164797,78.78189408,73.10576132,312.2281311,3.062608024,0.10739293,14.75302751,13.03817751,216.2995611,1.856285008,1.856283836,0.118506081,0.042772426,97.18924595,25.18955847,85,85,AC
14,neurons-004,200,cell,333.4935622,339.941412,2564.530687,75.76443047,1.000110931,107.3733906,152.7256408,1895.788455,85.68711416,14.31288584,0.99999012,0.750879047,873.5502942,402.054302,89.17631316,54.062287,288.2983771,3.987706147,0.123151832,27.81438748,24.13913667,145.5871239,1.486786791,1.486786791,0.10147881,0.06299441,84.39229367,50.93192302,233,228,AC
15,neurons-004,200,cyto,334.1798246,339.7708246,2565.075088,75.7394364,0.999817566,107.8903509,153.2093654,1901.143202,85.66515439,14.33484561,1.000027588,0.750221834,874.2151263,403.5639331,89.39107829,54.58148156,289.7721303,3.935077933,0.123971495,27.74079669,23.99975808,141.978794,1.494223595,1.494223595,0.102213927,0.06332088,84.60591775,50.23862568,228,228,AC
16,neurons-004,219,cell,244.6705882,357.7613765,2438.776588,78.2687,0.998921176,75.85882353,153.3924294,1949.839882,88.88926824,11.11073353,1.023242918,0.756530993,803.0917634,350.7108728,58.73353634,46.22510761,340.3944353,2.826121971,0.10689957,15.11003525,38.52479857,241.2036667,1.863111702,1.863110497,0.092911488,0.060901797,70.82481623,62.23567994,85,85,AC
17,neurons-004,219,cyto,244.6705882,357.7613765,2438.776588,78.2687,0.998921176,75.85882353,153.3924294,1949.839882,88.88926824,11.11073353,1.023242918,0.756530993,803.0917634,350.7108728,58.73353634,46.22510761,340.3944353,2.826121971,0.10689957,15.11003525,38.52479857,241.2036667,1.863111702,1.863110497,0.092911488,0.060901797,70.82481623,62.23567994,85,85,AC
18,neurons-004,237,cell,303.2409639,347.3260361,2345.981928,78.28950241,0.980597241,79.68674699,126.9495518,1927.608434,88.9418988,11.05810361,1.039755976,0.778827701,773.0430292,325.2529389,104.8519968,53.14979531,292.1324708,3.842103058,0.11376659,13.27286588,23.30471287,124.6382092,1.798314486,1.798311532,0.097350289,0.062495981,44.66985598,49.94062865,83,78,AC
19,neurons-004,237,cyto,310.1410256,347.0179487,2319.638077,78.02371282,0.977502974,78.91025641,127.0132744,1929.923205,89.06775769,10.93224487,1.04259009,0.786148887,773.0210031,323.3484427,102.9919584,53.54149517,278.2580435,3.803091406,0.112953085,12.77902695,23.47922164,127.4007174,1.713818994,1.713815883,0.0976569,0.053133765,44.48651866,49.79034219,78,78,AC
20,neurons-004,255,cell,254.7640449,348.5495281,2264.801348,80.41314045,1.001086472,77.96629213,142.2737079,1826.113258,87.08115843,12.9188418,0.967568764,0.752799203,719.1613486,359.2274414,84.32769178,55.66819847,253.3565458,3.025257374,0.113249131,17.60194297,18.28147505,125.9580321,1.786401781,1.786401214,0.124209172,0.076560473,58.00898719,41.60176655,89,85,AC
21,neurons-004,255,cyto,254.9411765,348.9226353,2260.542471,80.44374824,1.005585894,78.77647059,142.6863294,1841.441529,87.08858588,12.91141435,0.965661553,0.750566307,718.0100641,361.4176215,85.25903847,56.86295123,255.2084171,3.033599348,0.113169952,17.48017685,18.50292911,106.0755013,1.799217589,1.799217001,0.125715893,0.07723545,59.06334365,40.70904678,85,85,AC
22,neurons-004,36,cell,311.9014085,338.4842535,2419.629014,73.34028451,0.94246631,109.6338028,138.7265394,1800.414507,86.03760141,13.96239859,1.081670451,0.732214566,886.9543881,370.676358,93.67987357,73.1041193,278.2392296,6.983264768,0.096524039,27.88970083,26.11647507,104.7421242,1.824580404,1.824580404,0.134742969,0.06502063,171.9818352,56.09127889,71,67,AC
23,neurons-004,36,cyto,314.6119403,342.0783881,2442.833284,73.49771343,0.944512746,110.4925373,140.0122881,1797.425821,85.9404194,14.0595806,1.075362716,0.732377519,892.8561303,373.0231924,94.49674601,73.21312926,264.8354378,7.129967343,0.095363388,28.34280045,26.17718345,106.2749224,1.819999161,1.819999161,0.133537267,0.065665427,174.9422773,56.3762982,67,67,AC
24,neurons-004,55,cell,320.0234375,360.8845234,2460.779141,78.210675,0.972352094,97.6171875,135.5485859,1752.610938,87.45398125,12.54601867,1.005647914,0.751176955,813.198594,337.3683071,128.0515684,57.17736166,301.7110982,3.417637496,0.086353857,23.41448542,27.00834509,159.7461577,1.499096682,1.499096956,0.105177158,0.074452461,78.64639203,42.35790312,128,127,AC
25,neurons-004,55,cyto,321.3543307,361.4480866,2463.683701,78.23772283,0.973346394,97.8976378,135.7276772,1754.929843,87.47353071,12.52646921,1.004315535,0.751509686,813.7434332,337.5445351,127.6668238,57.0457819,301.1039776,3.417390861,0.085957093,23.29038041,27.0388976,158.2011556,1.488562745,1.488563022,0.104503573,0.074651719,78.71496659,42.47852184,127,127,AC
26,neurons-004,73,cell,347.5555556,330.3153,2297.258444,78.25046667,1.014558333,105.5777778,150.8726944,1835.984111,86.87352333,13.12647567,0.982848178,0.750639623,753.1375243,371.664919,124.8280715,45.94306082,282.7206577,3.240223069,0.098568937,18.52297558,23.93323858,128.2113188,1.35680747,1.356809853,0.116417443,0.074125744,60.64295519,43.64877497,90,78,AC
27,neurons-004,73,cyto,361.1794872,331.4576282,2259.916154,77.84867564,1.01728341,106.5769231,147.6750833,1831.319615,86.87005256,13.12994628,0.978135628,0.757573367,754.2597133,368.2782365,123.0544958,48.13456525,281.7024111,3.226206329,0.10295582,17.69842552,23.79414823,133.3381644,1.438789807,1.438792408,0.117244972,0.069674939,63.01033233,45.05409147,78,78,AC
28,neurons-004,91,cell,275.6818182,363.5973636,2428.150909,79.466,1.023914373,95.99090909,131.3844273,1740.287636,87.22643273,12.77356755,0.992143809,0.730860891,784.1766396,336.794095,89.11799536,58.28276275,287.1726489,3.539442764,0.098572647,18.20197361,24.92001717,114.1397806,1.213115331,1.213114672,0.101951538,0.065117732,98.21617671,44.36310569,110,107,AC
29,neurons-004,91,cyto,276.5607477,363.8534766,2415.417383,79.42826916,1.025235037,95.63551402,132.3933626,1743.913551,87.22301495,12.77698533,0.994697953,0.732008993,782.6403061,338.1815679,89.99477737,58.55904475,279.1806132,3.581226286,0.099452721,18.2639931,24.48722415,113.3665856,1.224545634,1.224544961,0.100650125,0.06549694,98.64278072,44.05427543,107,107,AC
310,neurons-003,109,cell,305.1875,234.1188438,2139.465313,79.62039688,1.022013688,96.28125,172.1025938,1802.271875,84.21021563,15.78978438,0.975741813,0.7446559,618.0252328,428.9241699,108.2867869,26.44961007,206.0305107,2.908312474,0.095498612,16.62728883,17.20726252,89.0585857,1.184514071,1.184514071,0.074658488,0.073888398,47.20648992,30.32063636,32,32,AC
45,neurons-003,109,cyto,305.1875,234.1188438,2139.465313,79.62039688,1.022013688,96.28125,172.1025938,1802.271875,84.21021563,15.78978438,0.975741813,0.7446559,618.0252328,428.9241699,108.2867869,26.44961007,206.0305107,2.908312474,0.095498612,16.62728883,17.20726252,89.0585857,1.184514071,1.184514071,0.074658488,0.073888398,47.20648992,30.32063636,32,32,AC
51,neurons-003,12,cell,358.4571429,247.1896619,2330.627714,77.70724381,1.019947514,95.99047619,196.8786286,1848.75081,83.47069143,16.52930857,1.023385381,0.782166073,708.2263927,467.8097997,115.5530516,43.08096157,276.5465373,2.507752156,0.104113517,31.20559858,24.70305742,145.5458654,1.995059324,1.995059324,0.105114649,0.061081922,77.54276523,35.80061971,210,172,AC
61,neurons-003,12,cyto,373.6802326,249.1083256,2343.520581,77.45654302,1.017218535,102.4883721,195.0491977,1845.603023,83.35741453,16.64258547,1.031832576,0.777886256,718.5308371,467.6356818,111.0433089,43.08108227,250.6562537,2.299256536,0.102457304,29.91244306,23.80364395,143.6403279,2.027861373,2.027861373,0.103330461,0.063237763,74.63078299,35.18114769,172,172,AC
71,neurons-003,121,cell,458.3353659,255.557314,2289.655152,80.81710366,1.082232473,143.2896341,195.1347073,1854.306433,83.17531616,16.82468384,1.042221137,0.758069368,643.3016303,472.7954553,162.0341934,43.21634089,246.4135849,2.038694353,0.118510659,69.93420859,27.8141929,129.7771857,2.123074402,2.123074402,0.119172099,0.081215009,69.40035334,49.08271347,328,311,AC
81,neurons-003,121,cyto,470.0128617,253.3043344,2277.733762,80.77288103,1.08606472,145.3311897,195.8703441,1854.37717,83.03911383,16.96088617,1.040948601,0.761029721,640.5234735,475.7241257,157.0156962,40.70074556,234.2188752,1.942417733,0.119726605,69.18947541,28.03533426,130.3381858,2.013974292,2.013974292,0.119014462,0.07562735,68.40336588,47.59330774,311,311,AC
91,neurons-003,134,cell,319.4871795,267.1738034,2287.135812,79.87483248,0.998792513,80.35897436,169.5974017,1889.846154,86.30949487,13.69050419,1.009670598,0.785821934,669.8092977,403.1691619,111.9413805,50.2302233,244.3735315,2.647567658,0.099584271,18.71402827,29.50082632,164.4597014,1.653621828,1.653624301,0.102850777,0.069367982,74.72101124,41.38147687,117,101,AC
101,neurons-003,134,cyto,318.7920792,261.2684752,2266.766139,80.11598713,0.999911505,77.5049505,170.9788713,1895.171089,86.31802673,13.68197267,1.017627139,0.791559061,656.6141699,405.0238514,110.62028,46.21850231,223.7391044,2.363836337,0.104846274,17.64688288,31.10827213,167.1598314,1.616459827,1.616461408,0.101676342,0.068322118,67.14921396,42.71208445,101,101,AC
111,neurons-003,146,cell,303.9166667,256.7918542,2252.002222,81.59905069,1.031338569,73.74652778,201.5866771,1920.515938,84.11682396,15.88317604,0.98547125,0.79287024,621.7681011,472.1638878,106.1047408,48.89681281,275.5261628,2.368454202,0.112813158,18.8103034,32.83657455,196.294777,2.310964721,2.310964721,0.113933717,0.063924567,75.18875326,59.68524768,288,260,AC
121,neurons-003,146,cyto,307.1076923,259.81005,2262.345462,81.72922808,1.032510638,72.87692308,199.5222923,1917.148115,84.16486808,15.83513192,0.984159523,0.798003015,623.5040635,469.0094485,102.3948558,48.90855802,285.130268,2.36089639,0.114948592,19.07393272,32.83842211,196.9050129,2.37276075,2.37276075,0.114451567,0.059051386,76.45633729,60.62913274,260,260,AC
131,neurons-003,158,cell,258.6583333,259.2025167,2272.652375,81.04285833,0.992066396,71.68333333,208.5496417,1974.346333,85.15522583,14.84477417,1.021827208,0.778000062,638.2261381,467.2429714,69.10085962,51.03177006,309.8860091,3.226613262,0.103705799,19.2301556,35.79201796,272.281326,1.915404269,1.915404269,0.109334463,0.053496637,90.74178141,51.67518596,240,183,AC
141,neurons-003,158,cyto,277.431694,263.0402951,2301.725683,80.29367104,0.992707858,75.24043716,205.9942295,1989.104918,85.16985683,14.83014317,1.020824825,0.782848735,661.0504517,466.5934776,63.25714554,49.32836057,317.4813718,2.784530247,0.103565678,19.16691013,36.59147576,288.4959764,2.01364897,2.01364897,0.101364667,0.052778502,78.72815323,53.60656603,183,183,AC
151,neurons-003,170,cell,276.4,240.0287231,2145.423692,80.65108769,1.015413538,70.58461538,198.0338615,1893.411231,84.70709231,15.29290769,1.052204354,0.780792407,605.3584927,454.5436054,104.2974712,50.73101029,241.7746136,2.607902526,0.089184814,17.81580435,23.95423672,191.854986,2.081098162,2.081098162,0.107943071,0.075516912,73.60964417,39.48562152,65,61,AC
161,neurons-003,170,cyto,282.0163934,239.3153279,2144.26918,80.51881475,1.011791377,71.81967213,197.7084262,1898.111639,84.84082623,15.15917377,1.04918677,0.780724446,606.9234173,452.6619599,104.9076565,51.9014761,248.2978947,2.625453207,0.089446615,17.60067063,24.67103421,196.7608866,2.063771086,2.063771086,0.109399844,0.0769179,75.55196088,39.85375041,61,61,AC
171,neurons-003,182,cell,275.0364583,255.4149427,2226.27099,80.58796458,1.022670396,77.4375,213.7910781,1862.828021,82.83868646,17.16131354,0.977930896,0.767198394,634.6569941,493.2890195,93.58543832,42.6417998,265.6797491,2.338998498,0.109416171,16.92689084,31.89793482,189.7794876,2.398011734,2.398011734,0.117083265,0.071220123,63.52245083,42.84975881,192,163,AC
181,neurons-003,182,cyto,270.0368098,258.8840245,2250.810613,80.56641779,1.024277405,76.63803681,211.3253067,1871.650736,83.19360061,16.80639939,0.981653123,0.76581938,642.1403285,486.6871634,90.34992943,44.63463853,275.2035914,2.337018937,0.112401834,15.56381609,32.72183435,198.6622466,2.363521824,2.363521824,0.117927634,0.070971694,63.46910637,41.30472468,163,163,AC
191,neurons-003,194,cell,322.3076923,248.9818718,2308.613846,81.41249231,1.036091333,70.43589744,194.2902564,2059.809744,86.43335897,13.56664103,0.995465462,0.814729101,627.8512883,445.5582994,92.20576356,57.15536171,276.3978491,2.234148574,0.116608696,16.89253163,26.85491751,178.6214085,1.603748405,1.603748405,0.082607698,0.043450878,70.28131097,42.73459366,39,29,AC
201,neurons-003,194,cyto,348.7241379,252.52,2315.693448,81.2925069,1.048632345,75.89655172,194.5438276,2006.436552,86.01395862,13.98604138,1.003157897,0.816577982,634.001288,446.5183388,85.37225066,53.32527025,273.421145,2.350906545,0.119235466,15.85051785,28.87509766,157.6016583,1.633101101,1.633101101,0.086819908,0.040921278,59.0938087,46.93612135,29,29,AC
211,neurons-003,206,cell,301.5223881,280.9133731,2326.564776,82.26252687,1.049285164,70.34328358,197.5757015,1851.312537,84.71214776,15.28785224,1.004816343,0.79916206,635.3291321,449.2057967,101.4522366,63.28182941,404.0297708,2.856935601,0.079540286,16.05629513,30.8015653,164.4552663,1.575959683,1.575959683,0.0888454,0.060788472,75.01320414,50.08276126,67,57,AC
221,neurons-003,206,cyto,312.8596491,290.0312105,2323.169825,82.1171,1.047891491,72.35087719,196.7068246,1836.708596,84.56562807,15.43437193,1.003889228,0.800780842,644.9088892,448.6081632,102.1489526,62.5306338,418.4191736,2.859106777,0.081812964,16.29032494,32.21051897,171.8080998,1.634601623,1.634601623,0.089346216,0.060766941,75.77144024,52.80134583,57,57,AC
231,neurons-003,219,cell,303.1018519,268.0754259,2309.723704,81.91612685,1.00640263,76.5462963,194.7731019,1857.984537,85.16755185,14.83244815,1.06290263,0.783188744,634.6504717,438.9469484,109.5640418,42.84401295,272.3663684,2.333630615,0.108960102,17.71022423,36.99316311,197.2041496,2.071665784,2.071665784,0.112563347,0.074632977,72.96240186,53.17483499,108,104,AC
241,neurons-003,219,cyto,307.7019231,266.5122212,2298.722885,81.84016923,1.00539499,77.25961538,193.5291058,1851.299808,85.11954808,14.88045192,1.062511558,0.784868822,633.0517503,437.8573255,108.2758864,42.80602642,268.1745237,2.327079644,0.110575261,17.62114528,36.93000095,192.5778027,2.044279465,2.044279465,0.112986082,0.073876233,73.14975345,53.61765822,104,104,AC
251,neurons-003,231,cell,315.4354839,263.3997419,2231.53629,83.07000806,1.030715645,82.93548387,207.5212903,1930.002581,85.05720645,14.94279355,1.060783855,0.771158801,592.7696789,462.8860043,141.0790525,54.12644064,330.0442534,1.869699049,0.086170294,24.31209034,23.42855684,160.4270642,1.59423094,1.59423094,0.086416904,0.08515347,77.37350839,30.40573897,62,59,AC
261,neurons-003,231,cyto,317.5932203,261.9635932,2234.265593,83.11767966,1.031916322,83.44067797,209.6615763,1929.315932,84.97680847,15.02319153,1.066482966,0.770484665,591.0642785,465.996239,143.9980985,53.96396613,335.1199156,1.872055454,0.087292948,24.78269084,21.91415842,163.0488278,1.560141704,1.560141704,0.084295466,0.086714963,78.23733007,27.63199291,59,59,AC
271,neurons-003,24,cell,361.1512605,255.3573866,2250.284118,79.69034622,1.032536025,83.35294118,174.7357647,1866.732689,85.60857815,14.39142235,1.022713134,0.800558365,658.6659043,415.320039,130.9990709,46.47582282,233.0187225,1.97665769,0.112484969,25.61401504,36.57469056,165.4934594,2.870561586,2.870560676,0.099942528,0.064444269,77.46865995,72.10707066,119,95,AC
281,neurons-003,24,cyto,361.1052632,260.8681895,2270.217368,79.49927263,1.031926358,89.2,178.2665158,1823.787474,84.87250211,15.12749853,1.0382562,0.791336319,671.554328,425.3254209,124.6492503,49.08096225,239.5898453,1.539670966,0.099841555,25.08945697,37.09057894,144.9197166,2.714653506,2.714652126,0.099127768,0.062593444,79.74466,74.05930266,95,95,AC
291,neurons-003,243,cell,318.5333333,257.6731,2289.952778,81.06637667,1.025926467,102.4888889,189.5029222,1943.416333,84.49821889,15.50178111,0.984752744,0.742077127,639.9239176,460.3119675,120.1479612,37.01945966,229.229104,2.268810531,0.101812251,22.7449189,28.09776181,116.321773,1.461364317,1.461364317,0.102468299,0.070613282,64.40406049,43.03503051,90,65,AC
30,neurons-003,243,cyto,337.9538462,256.9301538,2343.499231,81.50406615,1.023441646,105.5076923,196.9307538,1941.971077,84.09338462,15.90661538,0.991179769,0.746416436,640.4584825,473.1897521,128.7045345,39.82331902,224.09769,2.020715835,0.095587945,23.53396686,28.08629045,113.7289779,1.486367746,1.486367746,0.103677142,0.074750191,63.38448993,39.41129497,65,65,AC
31,neurons-003,255,cell,364.6527778,277.8617222,2211.633333,80.51707222,1.062144264,90.29166667,196.7038056,1983.174306,85.1730875,14.82691222,1.073540958,0.782623139,651.0917376,458.5535191,155.3486002,46.08483382,266.1324783,2.22593235,0.103898671,21.25064208,30.06802279,194.9672557,2.346428067,2.346428667,0.113775818,0.074333267,63.28356745,51.69419788,72,69,AC
32,neurons-003,255,cyto,371.6811594,278.9123913,2213.214348,80.62065217,1.060511986,90.17391304,197.5968696,1993.56913,85.22051884,14.77948087,1.075144841,0.787154794,650.1917086,459.9888347,154.5775546,46.6339677,265.5906785,2.209602434,0.105605632,21.64483128,30.34248252,192.1381283,2.378624882,2.378625494,0.114897772,0.072085608,63.32706137,52.1506053,69,69,AC
33,neurons-003,36,cell,333.6818182,244.8061039,2252.803377,80.06581429,1.020044786,84.12987013,195.1183571,1848.859026,84.02526104,15.97473896,1.027784448,0.7845266,640.9266599,457.9345607,117.3676256,57.14433274,280.8441494,2.431245211,0.097316906,24.57234252,24.49949266,130.2822128,1.495962096,1.495962096,0.104828221,0.080306181,72.64531832,33.28604505,154,141,AC
34,neurons-003,36,cyto,340,244.3460142,2230.302199,79.88561418,1.019352383,84.22695035,194.0768582,1843.987163,83.98355674,16.01644326,1.033193291,0.787406873,640.1163891,457.008083,118.8325352,58.16645801,268.5726477,2.394522598,0.098125814,24.90879615,24.85407043,131.2516173,1.469520523,1.469520523,0.104325719,0.080458752,72.75147132,33.99108208,141,141,AC
35,neurons-003,49,cell,281.3863636,275.5113409,2229.598864,79.57922045,1.018370205,85.38636364,179.8288864,1780.156136,84.59453864,15.40546136,0.975881841,0.761171737,669.8069969,425.1451844,73.60776498,68.46105014,271.9985145,2.838859865,0.111575088,17.70719984,25.05966371,116.1442033,1.513357625,1.513357625,0.118972877,0.052813534,78.30063106,37.34868516,44,44,AC
36,neurons-003,49,cyto,281.3863636,275.5113409,2229.598864,79.57922045,1.018370205,85.38636364,179.8288864,1780.156136,84.59453864,15.40546136,0.975881841,0.761171737,669.8069969,425.1451844,73.60776498,68.46105014,271.9985145,2.838859865,0.111575088,17.70719984,25.05966371,116.1442033,1.513357625,1.513357625,0.118972877,0.052813534,78.30063106,37.34868516,44,44,AC
37,neurons-003,61,cell,453.7425474,258.0446455,2352.544932,78.2980019,1.04522635,129.9295393,197.5548997,1862.693794,83.80063821,16.19936179,1.033923734,0.75693475,710.505254,466.2969552,307.2345556,53.2530953,255.9733666,2.122521082,0.118652921,54.94572836,32.57552625,130.2041823,1.824340339,1.824340339,0.126497594,0.070853812,84.81718528,48.82008051,369,351,AC
38,neurons-003,61,cyto,458.1880342,259.2465761,2355.536895,78.27637436,1.044531097,131.9031339,194.5829003,1850.576211,83.64257464,16.35742536,1.033827479,0.755529671,712.4817709,464.754787,312.6342801,53.79983034,261.1189332,2.132365084,0.120076528,55.38062339,30.06060278,118.0916638,1.707924672,1.707924672,0.12623776,0.07061166,85.65911494,49.27714551,351,351,AC
39,neurons-003,73,cell,295.1603774,249.255283,2175.134434,81.01582547,1.033121387,95.09433962,174.0657075,1822.371509,84.71148208,15.28851792,1.055946877,0.742523394,612.1098943,423.9374633,105.8638962,52.72881333,235.0131292,2.127511535,0.091052802,18.91511278,19.38860641,162.1344926,1.743393481,1.743393481,0.105742102,0.072167369,71.18155395,29.2577714,106,98,AC
40,neurons-003,73,cyto,298.755102,251.8663061,2179.083469,80.92275714,1.034061255,95.41836735,173.6234388,1820.329286,84.70565612,15.29434388,1.048872214,0.74542422,616.6866487,423.2115102,104.5037425,51.84595282,233.5886546,2.124988479,0.09322472,18.38249025,18.63105775,166.5964427,1.770303345,1.770303345,0.097946205,0.064477738,69.28618095,27.29704292,98,98,AC
41,neurons-003,85,cell,269.4489796,238.4830408,2355.466122,77.87506531,0.972406224,88.75510204,173.8578776,1958.594694,87.14714286,12.85285612,1.029872204,0.74516027,704.900228,400.18281,70.29522898,55.81432469,272.5036414,2.161245081,0.083278191,16.731371,20.73667823,203.9062799,1.804700527,1.804702492,0.092583288,0.054949466,99.7479564,28.43367891,49,45,AC
42,neurons-003,85,cyto,273.2222222,242.1006889,2374.604,77.80304667,0.971907978,89.28888889,171.0156667,1937.274667,87.01872889,12.98127022,1.015560178,0.746749756,713.4992839,397.5828942,70.46981588,51.13285728,250.4183966,2.210739897,0.086539737,17.09814214,19.01580877,188.4923953,1.743949276,1.743951071,0.081478253,0.055954641,92.6323148,27.83447136,45,45,AC
43,neurons-003,97,cell,277.0416667,240.1269028,2306.166389,80.2624625,1.019171097,89.16666667,179.0596944,1809.282222,85.47895,14.52105,1.05259675,0.740187164,646.62383,414.0826176,102.4772647,54.73352046,203.6221388,1.974157617,0.105588624,19.47117769,21.4332824,160.7886979,1.551167587,1.551167587,0.108628677,0.083826246,80.27670746,30.64059821,72,69,AC
44,neurons-003,97,cyto,281.3768116,238.664058,2312.815217,80.34848986,1.013915783,86.95652174,178.5481304,1804.531884,85.46385797,14.53614203,1.04868429,0.748093532,645.2149173,413.150866,102.3674324,54.60835279,201.6836318,1.932691088,0.104375743,16.13129474,21.75261159,162.2499365,1.579975227,1.579975227,0.10854113,0.076132288,81.17838665,30.9390684,69,69,AC
311,neurons-005,107,cell,362.9781659,360.3769476,2379.580306,77.37006507,1.021046236,87.73362445,373.1860611,2275.856725,74.15355415,25.84644585,1.167961629,0.787797246,812.4454449,856.1310978,157.2644283,53.82023304,268.2156238,3.053110702,0.100265248,21.47609351,47.49543114,256.3076481,4.316293214,4.316293214,0.139047904,0.074562395,63.4185753,63.0819759,229,210,AC
46,neurons-005,107,cyto,369.4714286,361.770081,2371.338095,77.27462238,1.024917667,89.6,374.0608524,2281.407524,74.10135667,25.89864333,1.166111005,0.788480973,813.6775525,858.6506891,154.6896001,52.91349483,260.5822219,3.095640004,0.100757552,20.44883918,47.83164054,263.9453432,4.408307274,4.408307274,0.139773708,0.069845259,62.50733751,63.62898059,210,210,AC
52,neurons-005,121,cell,361.3731343,370.8346567,2401.400149,78.48536866,1.005794537,71.64179104,340.9717761,2279.476716,76.47714627,23.52285373,1.135786269,0.816967057,801.2924438,786.1687569,158.9001817,47.6447421,295.9610822,3.096733439,0.116423928,23.92899946,70.49443074,242.8810456,4.771710125,4.771710125,0.114988508,0.071150436,59.59083584,111.2900876,67,55,AC
